type,rank,name,country,score,startDate,competition,competition_short,url,season,gender
FINAL,22,Elzbieta KROPA,LTU,133.87,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,21,Pernille SORENSEN,DEN,133.94,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,20,Dasa GRM,SLO,137.31,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,19,Giada RUSSO,ITA,142.38,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,16,Lea Johanna DASTICH,GER,146.82,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,3,Carolina KOSTNER,ITA,204.25,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,14,Viveca LINDFORS,FIN,147.89,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,25,Kristina SHKULETA-GROMOVA,EST,45.74,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,12,Eliska BREZINOVA,CZE,149.69,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,11,Laurine LECAVELIER,FRA,154.11,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,10,Nicole SCHOTT,GER,157.84,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,9,Emmi PELTONEN,FIN,159.48,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,8,Mae Berenice MEITE,FRA,159.7,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,6,Nicole RAJICOVA,SVK,171.9,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,4,Maria SOTSKOVA,RUS,200.81,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,15,Micol CRISTINI,ITA,147.8,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,32,Sila SAYGI,TUR,43.05,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,39,Presiyana DIMITROVA,BUL,24.76,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,38,Aimee BUCHANAN,ISR,33.87,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,1,Javier FERNANDEZ,ESP,295.55,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,37,Antonina DUBININA,SRB,36.69,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,36,Conor STAKELUM,IRL,43.05,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,36,Diana NIKITINA,LAT,36.71,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,35,Kim CHEREMSKY,AZE,37.61,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,23,Anna KHNYCHENKOVA,UKR,132.7,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,33,Valentina MATOS,ESP,39.66,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,24,Silvia HUGEC,SVK,123.45,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,31,Matilda ALGOTSSON,SWE,43.28,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,30,Natalie KLOTZ,AUT,43.53,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,29,Julia SAUTER,ROU,44.57,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,28,Fruzsina MEDGYESI,HUN,44.71,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,27,Natasha MCKAY,GBR,45.12,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,26,Kyarha VAN TIEL,NED,45.28,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,5,Loena HENDRICKX,BEL,176.91,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,34,Elzbieta GABRYSZAK,POL,38,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,9,Matteo RIZZO,ITA,219.43,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,18,Stephane WALKER,SUI,185.41,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,7,Alexia PAGANINI,SUI,161.62,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,16,Paul FENTZ,GER,194.97,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,15,Slavik HAYRAPETYAN,ARM,196.63,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,14,Romain PONSART,FRA,200.72,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,13,Phillip HARRIS,GBR,208.22,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,12,Moris KVITELASHVILI,GEO,210.47,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,18,Anne Line GJERSEM,NOR,142.68,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,10,Jorik HENDRICKX,BEL,218.17,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,19,Valtter VIRTANEN,FIN,181.77,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,8,Michal BREZINA,CZE,225.2,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,7,Alexander MAJOROV,SWE,225.86,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,6,Alexander SAMARIN,RUS,229.81,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,5,Alexei BYCHENKO,ISR,238.44,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,4,Deniss VASILJEVS,LAT,243.52,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,3,Mikhail KOLYADA,RUS,258.9,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,2,Dmitri ALIEV,RUS,274.06,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,11,Chafik BESSEGHIER,FRA,211.17,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,31,Davide LEWTON BRAIN,MON,54.64,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,1,Alina ZAGITOVA,RUS,238.24,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FINAL,35,Yakau ZENKO,BLR,47.26,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,34,Nicky OBREYKOV,BUL,50.24,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,17,Irakli MAYSURADZE,GEO,191.22,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,32,Larry LOUPOLOVER,AZE,52.44,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,20,Felipe MONTOYA,ESP,181.72,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,30,Thomas KENNES,NED,54.65,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,29,Michael NEUMAN,SVK,57.44,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,28,Jiri BELOHRADSKY,CZE,58.3,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,27,Nicholas VRDOLJAK,CRO,58.3,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,26,Daniel SAMOHIN,ISR,59.18,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,25,Yaroslav PANIOT,UKR,60.07,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,24,Igor REZNICHENKO,POL,165.65,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,23,Burak DEMIRBOGA,TUR,167.22,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,22,Sondre ODDVOLL BOE,NOR,170.64,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,21,Daniel Albert NAURITS,EST,176.1,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,33,Alexander MASZLJANKO,HUN,52.01,2018/1/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FINAL,21,Joanna SO,HKG,107.69,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,22,Natalie SANGKAGALO,THA,93.61,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,23,Thita LAMSAM,THA,79.33,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,20,Geon Hyeong AN,KOR,180.26,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,10,Han YAN,CHN,227.93,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,15,Denis TEN,KAZ,210.82,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,14,Brooklee HAN,AUS,150.65,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,15,Michelle LONG,CAN,147.5,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,16,Kailani CRAINE,AUS,141.04,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,17,Ziquan ZHAO,CHN,139.01,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,18,Amy LIN,TPE,137.4,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,19,Chloe ING,SGP,129.7,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,20,Aiza MAMBEKOVA,KAZ,121,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,12,Elizabet TURSYNBAEVA,KAZ,156.19,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,11,Grant HOCHSTEIN,USA,226.39,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,11,Soyoun PARK,KOR,159.48,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,9,Nam NGUYEN,CAN,237.52,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,8,Elladj BALDE,CAN,238.2,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,7,Kevin REYNOLDS,CAN,241.5,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,6,Misha GE,UZB,248.96,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,5,Max AARON,USA,255.45,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,4,Keiji TANAKA,JPN,260.31,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,3,Jason BROWN,USA,269.22,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,2,Shoma UNO,JPN,297.94,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,1,Boyang JIN,CHN,300.95,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,12,Takahito MURA,JPN,225.41,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,2,Mai MIHARA,JPN,210.57,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,16,Julian Zhi Jie YEE,MAS,197.68,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,17,Chih-I TSAO,TPE,195.21,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,18,Donovan CARRILLO,MEX,185.91,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,19,He ZHANG,CHN,184.82,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,14,June Hyoung LEE,KOR,211.86,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,21,Andrew DODDS,AUS,177.81,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,13,Brendan KERRY,AUS,219.95,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,23,Abzal RAKIMGALIEV,KAZ,175.58,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,13,Alicia PINEAULT,CAN,152.81,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,1,Kaori SAKAMOTO,JPN,214.21,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,3,Satoko MIYAHARA,JPN,207.02,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,4,Dabin CHOI,KOR,190.23,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,5,Mariah BELL,USA,185.84,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,22,Sihyeong LEE,KOR,177.07,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,6,Hanul KIM,KOR,173.1,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,7,Starr ANDREWS,USA,172.65,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,8,Alaine CHARTRAND,CAN,172.41,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,9,Angela WANG,USA,161.04,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,10,Xiangning LI,CHN,160.4,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
FINAL,24,Leslie Man Cheuk IP,HKG,150.23,2018/1/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
FINAL,5,Keegan MESSING,CAN,236.05,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,M
FINAL,1,Rika KIHIRA,JPN,233.12,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,F
FINAL,6,Sergei VORONOV,RUS,226.44,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,M
FINAL,4,Michal BREZINA,CZE,255.26,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,M
FINAL,2,Shoma UNO,JPN,275.1,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,M
FINAL,1,Nathan CHEN,USA,282.42,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,M
FINAL,3,Elizaveta TUKTAMYSHEVA,RUS,215.32,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,F
FINAL,4,Kaori SAKAMOTO,JPN,211.68,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,F
FINAL,5,Sofia SAMODUROVA,RUS,204.33,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,F
FINAL,6,Satoko MIYAHARA,JPN,201.31,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,F
FINAL,3,Junhwan CHA,KOR,263.49,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,M
FINAL,2,Alina ZAGITOVA,RUS,226.53,2018/12/5,ISU Grand Prix of Figure Skating Final2018,GPF,http://www.isuresults.com/results/season1819/gpf1819/,2018-2019,F
FINAL,14,Maxim KOVTUN,RUS,216.18,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,34,Hector ALONSO SERRANO,ESP,53.94,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,28,Kyarha VAN TIEL,NED,44,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,27,Gerli LIINAMÄE,EST,44.08,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,26,Sophia SCHALLER,AUT,44.2,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,25,Elzbieta GABRYSZAK,POL,45.77,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,24,Antonina DUBININA,SRB,120.25,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,23,Pernille SORENSEN,DEN,131.78,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,22,Anastasiya GALUSTYAN,ARM,132.63,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,21,Nathalie WEINZIERL,GER,134.58,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,20,Natasha MCKAY,GBR,140.08,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,19,Lucrezia GENNARO,ITA,143.1,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,18,Anita ÖSTLUND,SWE,144.66,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,1,Sofia SAMODUROVA,RUS,213.84,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,18,Sondre ODDVOLL BOE,NOR,192.01,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,25,Igor REZNICHENKO,POL,59.99,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,24,Davide LEWTON BRAIN,MON,173.61,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,23,Irakli MAYSURADZE,GEO,174.43,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,22,Ivan SHMURATKO,UKR,178.29,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,21,Graham NEWBERRY,GBR,188.62,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,2,Alina ZAGITOVA,RUS,198.34,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,19,Matyas BELOHRADSKY,CZE,191.22,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,3,Viveca LINDFORS,FIN,194.4,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,17,Aleksandr SELEVKO,EST,195.13,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,16,Vladimir LITVINTSEV,AZE,204.28,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,5,Laurine LECAVELIER,FRA,180.05,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
FINAL,15,Paul FENTZ,GER,209.96,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,M
FINAL,4,Stanislava KONSTANTINOVA,RUS,189.72,2019/1/21,ISU European Figure Skating Championships 2019,EURO,http://www.isuresults.com/results/season1819/ec2019/index.htm,2018-2019,F
